latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
47.81758,-102.50804,304.8,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,288.7,1.1,N
47.81977,-102.51936,298.8,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,288.7,0.9,N
47.82415,-102.54194,299,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,288,0.4,N
47.83173,-102.58118,332.6,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,290.8,4.3,N
47.89495,-102.6813,296.8,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,284.1,0.2,N
47.85335,-102.40689,298.7,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,287.9,0.6,N
47.98926,-102.9885,298.4,0.42,0.38,2019-08-10,09:06,N,nominal,1.0NRT,287.3,0.3,N
47.93451,-102.44516,308.1,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,287.9,0.5,N
48.00795,-102.67502,310,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,287.8,1.3,N
47.96229,-102.35977,299,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,288.3,0.4,N
48.05803,-102.60474,301.7,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,288.1,0.8,N
48.11188,-102.88746,301.3,0.42,0.38,2019-08-10,09:06,N,nominal,1.0NRT,285.7,1.1,N
48.10778,-102.5777,298.3,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,287.1,1.7,N
48.11224,-102.58189,302,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,287.1,1.7,N
48.15221,-102.79313,302.9,0.42,0.38,2019-08-10,09:06,N,nominal,1.0NRT,283.7,0.8,N
48.11117,-102.57626,334.8,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,287.6,1.7,N
48.15237,-102.53914,298.8,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,287.6,0.2,N
47.63272,-95.8969,297.8,0.51,0.49,2019-08-10,09:06,N,nominal,1.0NRT,284.2,0.6,N
46.72799,-92.07636,313.2,0.4,0.6,2019-08-10,09:06,N,nominal,1.0NRT,286,1.7,N
46.72744,-92.07643,303.8,0.4,0.6,2019-08-10,09:06,N,nominal,1.0NRT,285.3,1,N
47.75594,-93.47483,295.3,0.32,0.55,2019-08-10,09:06,N,nominal,1.0NRT,280.8,0.3,N
34.89585,-96.66833,302.8,0.52,0.67,2019-08-10,09:06,N,nominal,1.0NRT,286.2,0.5,N
38.09324,-111.31377,297.4,0.4,0.37,2019-08-10,09:06,N,nominal,1.0NRT,284,0.3,N
38.93889,-112.81563,324.4,0.44,0.38,2019-08-10,09:06,N,nominal,1.0NRT,293.6,3,N
39.61835,-119.26518,305.6,0.59,0.53,2019-08-10,09:06,N,nominal,1.0NRT,285.1,1.8,N
39.6206,-119.26546,303.2,0.59,0.53,2019-08-10,09:06,N,nominal,1.0NRT,285,2,N
38.23322,-104.60803,301,0.51,0.41,2019-08-10,09:06,N,nominal,1.0NRT,281.5,1.4,N
39.9562,-108.31765,338.7,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,288.9,8,N
40.82123,-114.25547,316.6,0.52,0.41,2019-08-10,09:06,N,nominal,1.0NRT,287.9,2.4,N
40.38232,-110.08237,318.3,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,288.7,1.8,N
40.91412,-112.73402,305.4,0.45,0.39,2019-08-10,09:06,N,nominal,1.0NRT,286.9,2.8,N
40.91566,-112.73238,310.8,0.45,0.39,2019-08-10,09:06,N,nominal,1.0NRT,294,2.6,N
41.26924,-105.60459,306.2,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,285.8,1.7,N
41.78096,-107.1079,302.6,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,288.8,1.5,N
42.87124,-115.17812,305,0.4,0.44,2019-08-10,09:06,N,nominal,1.0NRT,286.5,1,N
42.87172,-115.18314,307.2,0.4,0.44,2019-08-10,09:06,N,nominal,1.0NRT,286.3,1,N
42.68313,-111.58883,296.4,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,284.7,1.9,N
42.68381,-111.59411,320.6,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,284.4,1.9,N
42.68661,-111.58797,303.4,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,285.5,1.4,N
42.68729,-111.59326,306.4,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,284.4,1.4,N
43.14717,-115.66852,305.1,0.42,0.45,2019-08-10,09:06,N,nominal,1.0NRT,287.2,1,N
43.14714,-115.66714,303.2,0.42,0.45,2019-08-10,09:06,N,nominal,1.0NRT,286.8,1,N
43.6979,-116.2859,297.5,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,287,0.5,N
40.41217,-95.59894,301.1,0.42,0.61,2019-08-10,09:06,N,nominal,1.0NRT,264.7,0.5,N
45.05204,-119.41722,295.2,0.34,0.56,2019-08-10,09:06,N,nominal,1.0NRT,283,0.4,N
43.54749,-105.52222,312.4,0.41,0.37,2019-08-10,09:06,N,nominal,1.0NRT,288.1,1.2,N
43.62134,-105.53932,299.3,0.41,0.37,2019-08-10,09:06,N,nominal,1.0NRT,287.3,0.4,N
45.25924,-115.86746,307.5,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,279.7,5.2,N
45.26023,-115.87957,299,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,282.1,3.3,N
45.25974,-115.87356,327.2,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,283.7,3.3,N
45.26409,-115.87297,317.7,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,285.2,3.3,N
45.26647,-115.90218,297,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,279.2,1.1,N
45.26362,-115.86727,350.4,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,290,5.2,N
45.27078,-115.90105,304.7,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,281.3,2.7,N
45.26796,-115.86649,343.6,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,285.3,3.4,N
45.27182,-115.8601,295.9,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,278.1,3.4,N
45.27228,-115.86568,306.3,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,279.7,3.4,N
45.27406,-115.88737,301.4,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,277.7,2,N
45.27615,-115.85921,299,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,279.5,2.5,N
45.27703,-115.86993,311.8,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,281.4,3.4,N
45.27747,-115.87531,312,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,280.2,3.4,N
45.27793,-115.88083,299.9,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,279,0.8,N
45.2784,-115.88651,296.3,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,278.7,0.8,N
45.2766,-115.86472,321,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,281.7,2.5,N
45.28092,-115.86372,310.8,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,281,2.5,N
45.28135,-115.86891,340.1,0.46,0.47,2019-08-10,09:06,N,nominal,1.0NRT,282.8,3.4,N
45.2948,-115.53641,296.1,0.44,0.46,2019-08-10,09:06,N,nominal,1.0NRT,280.8,0.6,N
44.72493,-108.77506,296.4,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,285.2,0.4,N
44.99612,-108.62614,298,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,287,0.6,N
45.94556,-111.4766,298.5,0.46,0.39,2019-08-10,09:06,N,nominal,1.0NRT,282.9,1.1,N
45.78013,-108.49023,301.8,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,290.3,0.7,N
45.81328,-108.43352,301.8,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,289.8,1,N
46.32825,-111.61539,298.3,0.47,0.4,2019-08-10,09:06,N,nominal,1.0NRT,284.3,0.9,N
46.54367,-111.921,297.3,0.48,0.4,2019-08-10,09:06,N,nominal,1.0NRT,284.8,0.6,N
43.47552,-95.46133,299.2,0.35,0.57,2019-08-10,09:06,N,nominal,1.0NRT,284.5,0.9,N
43.47665,-95.46546,295.1,0.35,0.57,2019-08-10,09:06,N,nominal,1.0NRT,284.9,0.9,N
43.47699,-95.46326,307.4,0.35,0.57,2019-08-10,09:06,N,nominal,1.0NRT,285.5,1.5,N
47.54342,-108.00678,303.6,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,286.2,0.8,N
47.54416,-108.01196,297.4,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,285.9,0.8,N
47.54673,-108.00574,314.4,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,286.9,0.8,N
47.54747,-108.0109,306.6,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,286.5,0.8,N
47.55151,-108.01504,299.9,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,286.3,0.5,N
47.55593,-107.99741,308.6,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,286.9,0.8,N
47.55666,-108.00259,298.1,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,286.3,0.9,N
47.55887,-108.01813,299,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,286.3,0.7,N
47.55962,-108.02332,309.5,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,286.7,1.3,N
47.55776,-107.98601,299.8,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,287,0.4,N
47.5585,-107.9912,303.6,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,287.1,0.8,N
47.55923,-107.99638,309.2,0.39,0.36,2019-08-10,09:06,N,nominal,1.0NRT,287.1,0.8,N
47.63006,-108.15353,308.7,0.4,0.37,2019-08-10,09:06,N,nominal,1.0NRT,287,1.2,N
47.6308,-108.15874,304.9,0.4,0.37,2019-08-10,09:06,N,nominal,1.0NRT,286.6,1.2,N
47.63671,-108.1515,298,0.4,0.37,2019-08-10,09:06,N,nominal,1.0NRT,286.1,0.7,N
47.6426,-108.14416,314.7,0.4,0.37,2019-08-10,09:06,N,nominal,1.0NRT,286.7,1.2,N
47.64334,-108.14938,305.5,0.4,0.37,2019-08-10,09:06,N,nominal,1.0NRT,286.7,1.3,N
47.64592,-108.14309,319.2,0.4,0.37,2019-08-10,09:06,N,nominal,1.0NRT,287.5,1.4,N
47.6474,-108.15355,320,0.4,0.37,2019-08-10,09:06,N,nominal,1.0NRT,287.3,2,N
47.64814,-108.15878,313,0.4,0.37,2019-08-10,09:06,N,nominal,1.0NRT,286.9,2.3,N
47.64518,-108.13788,320.8,0.4,0.37,2019-08-10,09:06,N,nominal,1.0NRT,287.6,1.4,N
47.64666,-108.14833,323,0.4,0.37,2019-08-10,09:06,N,nominal,1.0NRT,287.7,2,N
47.64924,-108.14207,305.1,0.4,0.37,2019-08-10,09:06,N,nominal,1.0NRT,286.8,1.4,N
47.65553,-108.1619,296.6,0.4,0.37,2019-08-10,09:06,N,nominal,1.0NRT,286.1,0.4,N
47.66232,-108.15205,299.6,0.4,0.37,2019-08-10,09:06,N,nominal,1.0NRT,286,0.6,N
47.40993,-102.71532,307.7,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,287.7,0.9,N
47.41547,-102.72507,311.1,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,288.3,1.3,N
47.41145,-102.71976,299.3,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,287.5,0.7,N
47.41593,-102.72392,314,0.43,0.38,2019-08-10,09:06,N,nominal,1.0NRT,288.3,0.7,N
31.68457,-101.93391,313.6,0.32,0.55,2019-08-10,09:12,N,nominal,1.0NRT,293.4,1.4,N
31.68536,-101.93723,328.5,0.32,0.55,2019-08-10,09:12,N,nominal,1.0NRT,293.9,2.1,N
31.70134,-101.87103,354.8,0.32,0.55,2019-08-10,09:12,N,nominal,1.0NRT,294.8,3.5,N
31.71489,-101.90604,309.2,0.32,0.55,2019-08-10,09:12,N,nominal,1.0NRT,293.3,0.6,N
31.79978,-102.08491,322.9,0.62,0.54,2019-08-10,09:12,N,nominal,1.0NRT,293.2,3,N
31.74866,-101.78298,308.2,0.32,0.55,2019-08-10,09:12,N,nominal,1.0NRT,292.7,0.9,N
31.75357,-101.7813,326.1,0.32,0.55,2019-08-10,09:12,N,nominal,1.0NRT,293.9,0.9,N
31.79308,-101.74638,311.3,0.33,0.55,2019-08-10,09:12,N,nominal,1.0NRT,293,0.4,N
31.85417,-101.78663,333.3,0.32,0.55,2019-08-10,09:12,N,nominal,1.0NRT,294.1,2.3,N
31.86067,-101.79163,312.3,0.32,0.55,2019-08-10,09:12,N,nominal,1.0NRT,293.2,1.2,N
31.86862,-101.82488,304.9,0.32,0.55,2019-08-10,09:12,N,nominal,1.0NRT,292.9,0.5,N
34.62059,-117.09901,305,0.4,0.44,2019-08-10,09:12,N,nominal,1.0NRT,291.7,1.3,N
32.63187,-104.13838,317.1,0.46,0.47,2019-08-10,09:12,N,nominal,1.0NRT,285.8,1,N
32.15173,-101.93285,320.5,0.62,0.54,2019-08-10,09:12,N,nominal,1.0NRT,292.1,2.6,N
32.15657,-101.93127,322.6,0.62,0.54,2019-08-10,09:12,N,nominal,1.0NRT,291.9,2.2,N
32.21073,-101.93464,367,0.62,0.54,2019-08-10,09:12,N,high,1.0NRT,294,16.2,N
32.23684,-101.73568,304.7,0.32,0.54,2019-08-10,09:12,N,nominal,1.0NRT,292.3,0.6,N
32.04865,-100.68359,323.3,0.37,0.58,2019-08-10,09:12,N,nominal,1.0NRT,294.8,2.5,N
32.34935,-101.74677,311.8,0.63,0.54,2019-08-10,09:12,N,nominal,1.0NRT,292.7,1.9,N
32.35246,-101.75999,305.7,0.63,0.54,2019-08-10,09:12,N,nominal,1.0NRT,292.6,1.6,N
32.27944,-101.40694,314.9,0.33,0.55,2019-08-10,09:12,N,nominal,1.0NRT,295.3,1.6,N
32.3494,-101.74517,307.2,0.63,0.54,2019-08-10,09:12,N,nominal,1.0NRT,292.9,1.8,N
32.35261,-101.75835,309.3,0.63,0.54,2019-08-10,09:12,N,nominal,1.0NRT,293.1,1.8,N
32.27821,-101.40982,307.4,0.33,0.55,2019-08-10,09:12,N,nominal,1.0NRT,294.5,1.6,N
32.41509,-101.66809,305.3,0.32,0.54,2019-08-10,09:12,N,nominal,1.0NRT,291.9,0.4,N
32.42569,-101.34232,304.5,0.33,0.55,2019-08-10,09:12,N,nominal,1.0NRT,293.8,0.1,N
32.97235,-102.74522,303,0.54,0.51,2019-08-10,09:12,N,nominal,1.0NRT,288.7,1.2,N
31.35055,-96.16805,305.3,0.68,0.74,2019-08-10,09:12,N,nominal,1.0NRT,290.7,1.9,N
34.97852,-112.37504,301,0.4,0.37,2019-08-10,09:12,N,nominal,1.0NRT,290.3,0.7,N
32.48991,-98.87726,310,0.45,0.63,2019-08-10,09:12,N,nominal,1.0NRT,285,0.5,N
32.24437,-97.55187,306.1,0.54,0.68,2019-08-10,09:12,N,nominal,1.0NRT,290.3,1,N
35.51564,-113.31263,321.3,0.42,0.38,2019-08-10,09:12,N,nominal,1.0NRT,289,2.5,N
33.52565,-101.73741,301.9,0.6,0.53,2019-08-10,09:12,N,nominal,1.0NRT,287.8,1.3,N
36.28403,-118.22698,298.6,0.48,0.48,2019-08-10,09:12,N,nominal,1.0NRT,279.6,1.4,N
36.42606,-119.47742,301.6,0.56,0.52,2019-08-10,09:12,N,nominal,1.0NRT,288.3,1.1,N
32.45526,-97.04045,305,0.57,0.69,2019-08-10,09:12,N,nominal,1.0NRT,290,1.5,N
32.45724,-97.03947,304.5,0.57,0.69,2019-08-10,09:12,N,nominal,1.0NRT,290.2,1.8,N
36.5214,-119.46513,299.6,0.56,0.52,2019-08-10,09:12,N,nominal,1.0NRT,287.7,0.8,N
36.58569,-119.01022,330.7,0.53,0.5,2019-08-10,09:12,N,nominal,1.0NRT,290,14.2,N
36.58617,-119.01614,340.4,0.53,0.5,2019-08-10,09:12,N,nominal,1.0NRT,297.9,31.3,N
36.63383,-119.55382,303.3,0.57,0.52,2019-08-10,09:12,N,nominal,1.0NRT,289.2,1.2,N
36.35597,-114.91095,323.2,0.49,0.4,2019-08-10,09:12,N,nominal,1.0NRT,296.2,3.2,N
36.40915,-113.14478,311.9,0.42,0.38,2019-08-10,09:12,N,nominal,1.0NRT,287.6,1.5,N
36.41261,-113.1441,309.5,0.42,0.38,2019-08-10,09:12,N,nominal,1.0NRT,286.9,0.7,N
37.45601,-121.93282,295.7,0.39,0.59,2019-08-10,09:12,N,nominal,1.0NRT,285.4,0.6,N
36.54739,-112.31888,297.2,0.41,0.37,2019-08-10,09:12,N,nominal,1.0NRT,282.1,0.9,N
37.58493,-120.77971,297.3,0.34,0.56,2019-08-10,09:12,N,nominal,1.0NRT,287.1,0.3,N
37.88284,-121.18664,298.4,0.36,0.57,2019-08-10,09:12,N,nominal,1.0NRT,286.9,0.3,N
37.81171,-118.87458,311.9,0.54,0.51,2019-08-10,09:12,N,nominal,1.0NRT,278.2,3.3,N
37.8122,-118.88084,318.6,0.54,0.51,2019-08-10,09:12,N,nominal,1.0NRT,277.9,3.3,N
37.81736,-118.88651,310.4,0.54,0.51,2019-08-10,09:12,N,nominal,1.0NRT,279,15.3,N
37.8164,-118.87401,336.4,0.54,0.51,2019-08-10,09:12,N,nominal,1.0NRT,284.6,29.3,N
37.81686,-118.88003,355.1,0.54,0.51,2019-08-10,09:12,N,nominal,1.0NRT,297.5,29.3,N
37.84612,-118.89095,309.3,0.54,0.51,2019-08-10,09:12,N,nominal,1.0NRT,280.5,2.5,N
37.85085,-118.89085,313.5,0.54,0.51,2019-08-10,09:12,N,nominal,1.0NRT,282.2,2.5,N
37.85135,-118.89723,302.3,0.54,0.51,2019-08-10,09:12,N,nominal,1.0NRT,280.7,3.2,N
35.51414,-101.4059,303.9,0.56,0.51,2019-08-10,09:12,N,nominal,1.0NRT,285.1,1.2,N
35.66695,-101.43469,295.4,0.55,0.51,2019-08-10,09:12,N,nominal,1.0NRT,276,0.5,N
35.95918,-101.81915,344,0.52,0.5,2019-08-10,09:12,N,nominal,1.0NRT,279.9,10.1,N
35.96232,-101.81197,298.2,0.52,0.5,2019-08-10,09:12,N,nominal,1.0NRT,276.8,10.1,N
35.96363,-101.81759,345.2,0.52,0.5,2019-08-10,09:12,N,nominal,1.0NRT,281.3,10.1,N
26.8768,-101.41261,317.2,0.44,0.62,2019-08-10,09:12,N,nominal,1.0NRT,295.9,2.4,N
26.85384,-101.39252,313,0.44,0.62,2019-08-10,09:12,N,nominal,1.0NRT,293.6,1.6,N
27.02967,-103.37167,310.9,0.33,0.56,2019-08-10,09:12,N,nominal,1.0NRT,293.6,1.3,N
25.74197,-100.2361,307.2,0.55,0.68,2019-08-10,09:12,N,nominal,1.0NRT,293.8,4.4,N
25.71931,-100.30233,310.1,0.54,0.68,2019-08-10,09:12,N,nominal,1.0NRT,293.5,6.5,N
25.71791,-100.29689,308.3,0.54,0.68,2019-08-10,09:12,N,nominal,1.0NRT,293.8,4.8,N
25.69731,-100.26818,309.9,0.55,0.68,2019-08-10,09:12,N,nominal,1.0NRT,294.7,4.2,N
25.72206,-100.30195,312.5,0.54,0.68,2019-08-10,09:12,N,nominal,1.0NRT,294.2,4.6,N
25.69422,-100.26974,310.9,0.55,0.68,2019-08-10,09:12,N,nominal,1.0NRT,294.5,3,N
25.69499,-100.29903,306.8,0.54,0.68,2019-08-10,09:12,N,nominal,1.0NRT,294.3,3.1,N
25.58155,-99.93056,315,0.57,0.69,2019-08-10,09:12,N,nominal,1.0NRT,293.7,3.5,N
25.22521,-99.47735,307.5,0.62,0.72,2019-08-10,09:12,N,nominal,1.0NRT,294.2,2.6,N
25.30403,-100.0252,303.1,0.58,0.69,2019-08-10,09:12,N,nominal,1.0NRT,292.2,0.5,N
25.74737,-103.53996,302.2,0.35,0.57,2019-08-10,09:12,N,nominal,1.0NRT,289.8,0.5,N
25.74613,-103.54002,302.1,0.35,0.57,2019-08-10,09:12,N,nominal,1.0NRT,290.1,0.5,N
27.57732,-113.45145,301.8,0.39,0.36,2019-08-10,09:12,N,nominal,1.0NRT,287.9,0.6,N
23.58871,-99.28957,300.3,0.7,0.75,2019-08-10,09:12,N,nominal,1.0NRT,289.1,0.9,N
23.38504,-99.31503,300.7,0.7,0.75,2019-08-10,09:12,N,nominal,1.0NRT,289.3,1.1,N
25.51106,-108.73748,306.8,0.52,0.42,2019-08-10,09:12,N,nominal,1.0NRT,289.4,1.4,N
25.51275,-108.73878,309,0.52,0.42,2019-08-10,09:12,N,nominal,1.0NRT,289.9,2.5,N
23.3847,-99.31474,301.3,0.7,0.75,2019-08-10,09:12,N,nominal,1.0NRT,289.6,1.4,N
26.87784,-101.41692,306.4,0.44,0.62,2019-08-10,09:12,N,nominal,1.0NRT,294.7,5,N
26.88615,-101.45139,315.4,0.44,0.62,2019-08-10,09:12,N,nominal,1.0NRT,295.8,2.8,N
26.88719,-101.45574,309.8,0.44,0.62,2019-08-10,09:12,N,nominal,1.0NRT,296.1,2.8,N
26.88824,-101.46007,307.9,0.44,0.62,2019-08-10,09:12,N,nominal,1.0NRT,295.8,2.7,N
26.8851,-101.44702,326.8,0.44,0.62,2019-08-10,09:12,N,nominal,1.0NRT,295.8,4,N
26.88234,-101.41057,316.4,0.44,0.62,2019-08-10,09:12,N,nominal,1.0NRT,296.7,2.4,N
26.87868,-101.4173,307.1,0.44,0.62,2019-08-10,09:12,N,nominal,1.0NRT,295.3,4.9,N
26.8872,-101.45169,313.6,0.44,0.62,2019-08-10,09:12,N,nominal,1.0NRT,295.7,2.7,N
26.88828,-101.45601,307.6,0.44,0.62,2019-08-10,09:12,N,nominal,1.0NRT,295.5,2.7,N
26.88935,-101.46034,308,0.44,0.62,2019-08-10,09:12,N,nominal,1.0NRT,295.7,2.6,N
26.87761,-101.41299,321.2,0.44,0.62,2019-08-10,09:12,N,nominal,1.0NRT,296.2,2.4,N
26.88612,-101.44734,327.2,0.44,0.62,2019-08-10,09:12,N,nominal,1.0NRT,295.4,3.9,N
26.88315,-101.411,312.8,0.44,0.62,2019-08-10,09:12,N,nominal,1.0NRT,296.1,2.4,N
27.73216,-102.71652,303.9,0.35,0.57,2019-08-10,09:12,N,nominal,1.0NRT,289.3,0.8,N
27.73718,-102.71453,301.5,0.35,0.57,2019-08-10,09:12,N,nominal,1.0NRT,289.5,0.8,N
27.73882,-102.72163,305.9,0.35,0.57,2019-08-10,09:12,N,nominal,1.0NRT,290.2,1.1,N
27.73964,-102.72519,310.6,0.35,0.57,2019-08-10,09:12,N,nominal,1.0NRT,289.3,1.1,N
27.74468,-102.72334,342,0.35,0.57,2019-08-10,09:12,N,nominal,1.0NRT,291,4.1,N
27.73286,-102.71686,308.3,0.35,0.57,2019-08-10,09:12,N,nominal,1.0NRT,289.5,1.8,N
27.73956,-102.72197,309.3,0.35,0.57,2019-08-10,09:12,N,nominal,1.0NRT,290,1.7,N
27.7404,-102.72552,319.4,0.35,0.57,2019-08-10,09:12,N,nominal,1.0NRT,290,1.7,N
27.74544,-102.72368,333.4,0.35,0.57,2019-08-10,09:12,N,nominal,1.0NRT,290.5,3.5,N
28.68472,-106.0898,309.6,0.43,0.46,2019-08-10,09:12,N,nominal,1.0NRT,287.9,2,N
28.34308,-99.55272,306.9,0.52,0.67,2019-08-10,09:12,N,nominal,1.0NRT,293.3,0.9,N
29.30252,-97.25706,303.9,0.67,0.73,2019-08-10,09:12,N,nominal,1.0NRT,288.5,1,N
29.30419,-97.25772,308.6,0.67,0.73,2019-08-10,09:12,N,nominal,1.0NRT,288.4,0.9,N
30.98012,-103.42428,301.2,0.54,0.51,2019-08-10,09:12,N,nominal,1.0NRT,289,0.3,N
31.21599,-103.63891,304.2,0.52,0.5,2019-08-10,09:12,N,nominal,1.0NRT,288.3,0.7,N
31.13908,-103.14182,313.2,0.56,0.52,2019-08-10,09:12,N,nominal,1.0NRT,285.6,1,N
31.14099,-103.14501,305.5,0.56,0.52,2019-08-10,09:12,N,nominal,1.0NRT,285.1,1.1,N
33.61185,-117.82145,305.8,0.42,0.45,2019-08-10,09:12,N,nominal,1.0NRT,287.1,1,N
33.7154,-117.71091,303.8,0.42,0.45,2019-08-10,09:12,N,nominal,1.0NRT,288,0.8,N
33.7766,-118.23082,305.1,0.45,0.47,2019-08-10,09:12,N,nominal,1.0NRT,291.4,1.5,N
33.77708,-118.23571,304.2,0.45,0.47,2019-08-10,09:12,N,nominal,1.0NRT,293.3,1.5,N
33.81736,-118.24473,302.8,0.45,0.47,2019-08-10,09:12,N,nominal,1.0NRT,291.8,2,N
33.81877,-118.2428,305.1,0.45,0.47,2019-08-10,09:12,N,nominal,1.0NRT,293.2,1.6,N
31.35323,-103.04543,303.9,0.56,0.52,2019-08-10,09:12,N,nominal,1.0NRT,283.1,0.9,N
33.85368,-118.33269,309.3,0.45,0.47,2019-08-10,09:12,N,nominal,1.0NRT,294.6,1.5,N
33.7937,-117.47626,305.8,0.41,0.45,2019-08-10,09:12,N,nominal,1.0NRT,289.1,0.6,N
31.40753,-103.02218,301.8,0.56,0.52,2019-08-10,09:12,N,nominal,1.0NRT,283.7,0.7,N
31.63853,-104.05849,307,0.49,0.48,2019-08-10,09:12,N,nominal,1.0NRT,286.4,0.9,N
31.53738,-103.30503,307.3,0.54,0.51,2019-08-10,09:12,N,nominal,1.0NRT,288.6,1.1,N
31.03279,-101.13241,303.6,0.37,0.58,2019-08-10,09:12,N,nominal,1.0NRT,292.9,0.3,N
31.73738,-103.94527,302.9,0.49,0.49,2019-08-10,09:12,N,nominal,1.0NRT,287.9,0.7,N
31.72838,-103.80853,307,0.5,0.49,2019-08-10,09:12,N,nominal,1.0NRT,289,0.8,N
31.78066,-103.85319,305.5,0.5,0.49,2019-08-10,09:12,N,nominal,1.0NRT,289.2,0.7,N
31.19898,-101.33579,306.9,0.35,0.57,2019-08-10,09:12,N,nominal,1.0NRT,292.9,0.6,N
31.44061,-102.18913,317.3,0.63,0.54,2019-08-10,09:12,N,nominal,1.0NRT,294,2.5,N
31.35986,-101.77876,316.3,0.33,0.55,2019-08-10,09:12,N,nominal,1.0NRT,293.9,3.8,N
31.36067,-101.7822,304.1,0.33,0.55,2019-08-10,09:12,N,nominal,1.0NRT,293.7,2.2,N
31.36564,-101.78056,315.6,0.33,0.55,2019-08-10,09:12,N,nominal,1.0NRT,294.4,2.2,N
31.36402,-101.77369,367,0.33,0.55,2019-08-10,09:12,N,high,1.0NRT,296.9,3.8,N
31.36483,-101.77712,342.1,0.33,0.55,2019-08-10,09:12,N,nominal,1.0NRT,295.4,3.8,N
31.66542,-103.05811,306.3,0.55,0.51,2019-08-10,09:12,N,nominal,1.0NRT,290,1,N
31.66621,-103.05573,308.3,0.55,0.51,2019-08-10,09:12,N,nominal,1.0NRT,290.1,0.6,N
31.36131,-101.77348,341.8,0.33,0.55,2019-08-10,09:12,N,nominal,1.0NRT,294.5,2.3,N
31.36215,-101.77689,331.7,0.33,0.55,2019-08-10,09:12,N,nominal,1.0NRT,294.9,2.3,N
31.36298,-101.78032,352.2,0.33,0.55,2019-08-10,09:12,N,nominal,1.0NRT,296.1,6.5,N
31.36629,-101.77185,315.1,0.33,0.55,2019-08-10,09:12,N,nominal,1.0NRT,293.8,2.3,N
