"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-01 13:00","2016","08","01","13:00","18.8","","13.6","","72","","30","","34","","16.1","","96.01","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-01 14:00","2016","08","01","14:00","19.1","","13.3","","69","","31","","32","","16.1","","96.08","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-01 15:00","2016","08","01","15:00","19.6","","13.5","","68","","31","","22","","16.1","","96.12","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-01 16:00","2016","08","01","16:00","20.6","","14.1","","66","","31","","26","","16.1","","96.14","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-01 17:00","2016","08","01","17:00","21.6","","13.8","","61","","29","","39","","16.1","","96.17","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-01 18:00","2016","08","01","18:00","21.0","","13.7","","63","","29","","28","","16.1","","96.22","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-01 19:00","2016","08","01","19:00","19.8","","13.3","","66","","31","","30","","16.1","","96.31","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-01 20:00","2016","08","01","20:00","19.7","","13.2","","66","","31","","26","","16.1","","96.37","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-01 21:00","2016","08","01","21:00","18.9","","12.8","","68","","30","","24","","16.1","","96.40","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-01 22:00","2016","08","01","22:00","18.9","","12.8","","67","","30","","15","","16.1","","96.47","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-01 23:00","2016","08","01","23:00","18.6","","12.6","","68","","29","","17","","16.1","","96.49","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 00:00","2016","08","02","00:00","19.2","","12.0","","63","","29","","21","","16.1","","96.53","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 01:00","2016","08","02","01:00","16.8","","12.5","","76","","26","","9","","16.1","","96.56","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 02:00","2016","08","02","02:00","16.1","","11.7","","75","","27","","9","","16.1","","96.60","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 03:00","2016","08","02","03:00","14.2","","11.4","","83","","24","","15","","16.1","","96.66","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 04:00","2016","08","02","04:00","15.1","","11.3","","78","","28","","15","","16.1","","96.71","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 05:00","2016","08","02","05:00","13.2","","10.9","","86","","24","","11","","16.1","","96.75","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 06:00","2016","08","02","06:00","12.6","","10.9","","89","","24","","13","","16.1","","96.80","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 07:00","2016","08","02","07:00","13.6","","11.2","","85","","23","","11","","16.1","","96.86","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 08:00","2016","08","02","08:00","16.3","","11.9","","75","","28","","13","","16.1","","96.91","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 09:00","2016","08","02","09:00","16.7","","11.7","","72","","27","","13","","16.1","","96.93","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 10:00","2016","08","02","10:00","19.1","","12.9","","67","","32","","18","","16.1","","96.96","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 11:00","2016","08","02","11:00","19.7","","12.7","","64","","33","","17","","16.1","","96.96","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 12:00","2016","08","02","12:00","20.7","","12.2","","58","","32","","17","","16.1","","96.96","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 13:00","2016","08","02","13:00","22.4","","11.4","","49","","33","","18","","16.1","","96.96","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 14:00","2016","08","02","14:00","23.3","","9.9","","42","","34","","22","","16.1","","96.95","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 15:00","2016","08","02","15:00","23.8","","10.7","","43","","33","","21","","16.1","","96.94","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 16:00","2016","08","02","16:00","24.5","","8.3","","35","","34","","22","","16.1","","96.93","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 17:00","2016","08","02","17:00","24.4","","8.9","","37","","36","","15","","16.1","","96.92","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 18:00","2016","08","02","18:00","24.5","","9.5","","38","","33","","13","","16.1","","96.90","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 19:00","2016","08","02","19:00","23.2","","9.8","","42","","35","","15","","16.1","","96.93","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 20:00","2016","08","02","20:00","22.6","","10.5","","46","","36","","11","","16.1","","96.93","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 21:00","2016","08","02","21:00","21.2","","10.6","","50","","2","","11","","16.1","","96.96","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 22:00","2016","08","02","22:00","20.0","","9.9","","52","","35","","5","","16.1","","97.02","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-02 23:00","2016","08","02","23:00","19.1","","9.7","","54","","4","","5","","16.1","","97.03","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 00:00","2016","08","03","00:00","17.3","","12.6","","74","","7","","5","","16.1","","97.04","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 01:00","2016","08","03","01:00","13.7","","11.4","","86","","10","","5","","12.9","","97.04","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 02:00","2016","08","03","02:00","13.0","","10.6","","85","","15","","5","","16.1","","97.04","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 03:00","2016","08","03","03:00","11.9","","10.2","","89","","14","","8","","16.1","","97.07","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 04:00","2016","08","03","04:00","12.0","","10.3","","89","","8","","5","","16.1","","97.09","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 05:00","2016","08","03","05:00","12.1","","10.6","","90","","8","","4","","16.1","","97.10","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 06:00","2016","08","03","06:00","10.3","","9.5","","95","","","M","4","","16.1","","97.08","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 07:00","2016","08","03","07:00","11.9","","10.8","","93","","4","","4","","16.1","","97.12","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 08:00","2016","08","03","08:00","14.1","","12.3","","89","","25","","8","","16.1","","97.15","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 09:00","2016","08","03","09:00","16.4","","12.3","","77","","19","","5","","16.1","","97.18","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 10:00","2016","08","03","10:00","18.3","","12.1","","67","","","M","4","","16.1","","97.15","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 11:00","2016","08","03","11:00","19.8","","12.2","","61","","","M","9","","16.1","","97.12","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 12:00","2016","08","03","12:00","20.7","","12.2","","58","","","M","4","","16.1","","97.12","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 13:00","2016","08","03","13:00","22.4","","12.2","","52","","33","","11","","16.1","","97.10","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 14:00","2016","08","03","14:00","22.8","","11.4","","48","","30","","9","","16.1","","97.08","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 15:00","2016","08","03","15:00","23.7","","11.0","","44","","31","","13","","16.1","","97.06","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 16:00","2016","08","03","16:00","24.3","","10.1","","40","","36","","15","","16.1","","97.02","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 17:00","2016","08","03","17:00","24.7","","10.7","","41","","31","","17","","16.1","","97.00","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 18:00","2016","08","03","18:00","24.0","","10.9","","43","","34","","13","","16.1","","96.99","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 19:00","2016","08","03","19:00","22.6","","10.4","","46","","36","","18","","16.1","","96.99","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 20:00","2016","08","03","20:00","21.3","","12.6","","57","","33","","11","","16.1","","97.00","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 21:00","2016","08","03","21:00","20.8","","12.1","","57","","32","","11","","16.1","","97.03","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 22:00","2016","08","03","22:00","19.8","","13.5","","67","","32","","9","","16.1","","97.06","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-03 23:00","2016","08","03","23:00","19.3","","13.3","","68","","34","","8","","16.1","","97.08","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 00:00","2016","08","04","00:00","18.6","","11.3","","62","","2","","8","","16.1","","97.08","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 01:00","2016","08","04","01:00","17.6","","10.2","","61","","7","","8","","16.1","","97.08","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 02:00","2016","08","04","02:00","16.3","","12.0","","75","","6","","5","","16.1","","97.13","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 03:00","2016","08","04","03:00","14.3","","12.1","","86","","19","","4","","16.1","","97.16","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 04:00","2016","08","04","04:00","14.3","","12.5","","89","","16","","4","","16.1","","97.19","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 05:00","2016","08","04","05:00","13.7","","11.8","","88","","15","","4","","16.1","","97.22","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 06:00","2016","08","04","06:00","13.4","","11.6","","89","","10","","4","","16.1","","97.26","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 07:00","2016","08","04","07:00","13.8","","10.3","","79","","8","","8","","16.1","","97.27","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 08:00","2016","08","04","08:00","15.3","","11.0","","75","","7","","5","","16.1","","97.30","","","","","","Rain"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 09:00","2016","08","04","09:00","16.3","","12.0","","75","","","M","4","","16.1","","97.32","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 10:00","2016","08","04","10:00","17.9","","11.6","","66","","","M","4","","16.1","","97.32","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 11:00","2016","08","04","11:00","20.3","","8.9","","47","","","M","4","","16.1","","97.31","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 12:00","2016","08","04","12:00","21.6","","8.7","","43","","","M","8","","16.1","","97.31","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 13:00","2016","08","04","13:00","23.0","","9.8","","43","","32","","15","","16.1","","97.30","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 14:00","2016","08","04","14:00","23.1","","9.6","","42","","","M","8","","16.1","","97.27","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 15:00","2016","08","04","15:00","24.1","","9.1","","38","","","M","11","","16.1","","97.25","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 16:00","2016","08","04","16:00","24.4","","9.9","","39","","3","","11","","16.1","","97.25","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 17:00","2016","08","04","17:00","22.9","","10.1","","44","","36","","11","","16.1","","97.26","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 18:00","2016","08","04","18:00","22.8","","9.5","","42","","2","","11","","16.1","","97.27","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 19:00","2016","08","04","19:00","22.0","","10.3","","47","","33","","15","","16.1","","97.30","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 20:00","2016","08","04","20:00","21.1","","11.6","","54","","35","","13","","16.1","","97.30","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 21:00","2016","08","04","21:00","20.2","","11.8","","58","","33","","9","","16.1","","97.32","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 22:00","2016","08","04","22:00","19.3","","11.4","","60","","36","","8","","16.1","","97.33","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-04 23:00","2016","08","04","23:00","19.1","","11.3","","60","","2","","8","","16.1","","97.36","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 00:00","2016","08","05","00:00","18.4","","11.6","","64","","4","","4","","16.1","","97.39","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 01:00","2016","08","05","01:00","17.2","","12.0","","71","","33","","4","","16.1","","97.42","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 02:00","2016","08","05","02:00","16.2","","12.5","","78","","3","","4","","16.1","","97.40","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 03:00","2016","08","05","03:00","14.7","","12.1","","84","","","M","4","","16.1","","97.44","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 04:00","2016","08","05","04:00","15.0","","11.5","","80","","33","","15","","16.1","","97.54","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 05:00","2016","08","05","05:00","14.3","","12.7","","90","","11","","8","","16.1","","97.53","","","","","","Rain"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 06:00","2016","08","05","06:00","13.9","","12.5","","91","","","","0","","16.1","","97.54","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 07:00","2016","08","05","07:00","13.6","","12.5","","93","","15","","8","","16.1","","97.55","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 08:00","2016","08","05","08:00","14.2","","12.2","","88","","36","","4","","16.1","","97.60","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 09:00","2016","08","05","09:00","14.7","","12.4","","86","","","","0","","16.1","","97.61","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 10:00","2016","08","05","10:00","16.1","","11.9","","76","","3","","5","","16.1","","97.63","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 11:00","2016","08","05","11:00","17.2","","11.2","","67","","4","","8","","16.1","","97.62","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 12:00","2016","08","05","12:00","20.6","","11.7","","56","","5","","5","","16.1","","97.61","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 13:00","2016","08","05","13:00","22.4","","12.0","","51","","34","","9","","16.1","","97.58","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 14:00","2016","08","05","14:00","22.7","","12.0","","50","","","M","4","","16.1","","97.55","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 15:00","2016","08","05","15:00","24.1","","11.2","","44","","","M","5","","16.1","","97.54","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 16:00","2016","08","05","16:00","22.9","","11.6","","48","","10","","8","","16.1","","97.51","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 17:00","2016","08","05","17:00","24.1","","9.4","","39","","13","","8","","16.1","","97.47","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 18:00","2016","08","05","18:00","24.7","","9.0","","36","","","","0","","16.1","","97.42","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 19:00","2016","08","05","19:00","24.5","","7.6","","33","","18","","5","","16.1","","97.41","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 20:00","2016","08","05","20:00","23.9","","9.6","","40","","13","","4","","16.1","","97.40","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 21:00","2016","08","05","21:00","22.1","","12.2","","53","","16","","8","","16.1","","97.43","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 22:00","2016","08","05","22:00","19.2","","12.5","","65","","16","","13","","16.1","","97.48","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-05 23:00","2016","08","05","23:00","17.0","","12.8","","76","","17","","13","","16.1","","97.49","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 00:00","2016","08","06","00:00","17.0","","13.0","","77","","10","","8","","16.1","","97.50","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 01:00","2016","08","06","01:00","14.4","","11.6","","83","","","M","4","","16.1","","97.54","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 02:00","2016","08","06","02:00","14.4","","12.2","","87","","","","0","","11.3","","97.54","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 03:00","2016","08","06","03:00","12.5","","11.4","","93","","","","0","","16.1","","97.52","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 04:00","2016","08","06","04:00","11.8","","11.2","","96","","17","","4","","16.1","","97.54","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 05:00","2016","08","06","05:00","10.5","","9.7","","95","","17","","4","","16.1","","97.56","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 06:00","2016","08","06","06:00","10.4","","9.8","","96","","15","","4","","16.1","","97.60","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 07:00","2016","08","06","07:00","12.2","","11.6","","96","","","","0","","16.1","","97.61","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 08:00","2016","08","06","08:00","14.2","","11.7","","85","","","M","4","","16.1","","97.61","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 09:00","2016","08","06","09:00","17.4","","11.7","","69","","","","0","","16.1","","97.60","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 10:00","2016","08","06","10:00","19.9","","12.6","","62","","","M","4","","16.1","","97.60","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 11:00","2016","08","06","11:00","22.9","","12.0","","50","","","M","4","","16.1","","97.58","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 12:00","2016","08","06","12:00","24.6","","11.9","","45","","28","","9","","16.1","","97.55","","27","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 13:00","2016","08","06","13:00","25.8","","10.2","","37","","33","","15","","16.1","","97.54","","27","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 14:00","2016","08","06","14:00","25.9","","9.4","","35","","","M","11","","16.1","","97.53","","27","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 15:00","2016","08","06","15:00","26.0","","8.0","","32","","","","0","","16.1","","97.50","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 16:00","2016","08","06","16:00","26.7","","8.0","","30","","33","","15","","16.1","","97.47","","27","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 17:00","2016","08","06","17:00","26.4","","8.1","","31","","33","","8","","16.1","","97.45","","27","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 18:00","2016","08","06","18:00","26.3","","9.2","","33","","33","","17","","16.1","","97.42","","27","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 19:00","2016","08","06","19:00","24.5","","11.7","","44","","2","","21","","16.1","","97.43","","27","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 20:00","2016","08","06","20:00","23.2","","12.9","","52","","2","","22","","16.1","","97.44","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 21:00","2016","08","06","21:00","21.3","","12.4","","56","","2","","17","","16.1","","97.50","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 22:00","2016","08","06","22:00","19.4","","12.7","","65","","36","","11","","16.1","","97.54","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-06 23:00","2016","08","06","23:00","17.9","","12.2","","69","","1","","13","","16.1","","97.55","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-07 00:00","2016","08","07","00:00","17.1","","11.4","","69","","5","","9","","16.1","","97.54","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-07 01:00","2016","08","07","01:00","15.8","","11.0","","73","","6","","11","","16.1","","97.53","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-07 02:00","2016","08","07","02:00","14.6","","10.3","","75","","3","","5","","16.1","","97.53","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-07 03:00","2016","08","07","03:00","13.5","","9.8","","78","","5","","8","","16.1","","97.52","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-07 04:00","2016","08","07","04:00","12.9","","9.8","","81","","4","","8","","16.1","","97.51","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-07 05:00","2016","08","07","05:00","11.9","","9.7","","86","","11","","4","","16.1","","97.48","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-07 06:00","2016","08","07","06:00","11.5","","9.4","","87","","8","","8","","16.1","","97.45","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-07 07:00","2016","08","07","07:00","11.5","","9.8","","89","","","","0","","16.1","","97.45","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-07 08:00","2016","08","07","08:00","13.9","","10.8","","81","","8","","11","","16.1","","97.38","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-07 09:00","2016","08","07","09:00","15.4","","11.4","","77","","9","","9","","16.1","","97.35","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-07 10:00","2016","08","07","10:00","17.1","","12.0","","72","","3","","8","","16.1","","97.34","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-07 11:00","2016","08","07","11:00","17.2","","12.5","","74","","5","","11","","16.1","","97.29","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-07 12:00","2016","08","07","12:00","18.5","","12.6","","68","","5","","9","","16.1","","97.26","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-07 13:00","2016","08","07","13:00","19.9","","12.9","","64","","6","","5","","16.1","","97.20","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-08-07 14:00","2016","08","07","14:00","21.8","","13.0","","57","","6","","11","","16.1","","97.13","","25","","","","NA"
