"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 00:00","2016","07","01","00:00","20.9","","11.4","","54","","21","","4","","16.1","","97.17","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 01:00","2016","07","01","01:00","18.4","","11.8","","65","","9","","9","","16.1","","97.20","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 02:00","2016","07","01","02:00","17.6","","10.8","","64","","10","","8","","16.1","","97.19","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 03:00","2016","07","01","03:00","15.6","","10.4","","71","","10","","8","","16.1","","97.18","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 04:00","2016","07","01","04:00","15.4","","10.4","","72","","11","","9","","16.1","","97.18","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 05:00","2016","07","01","05:00","15.3","","10.3","","72","","10","","11","","16.1","","97.19","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 06:00","2016","07","01","06:00","16.0","","10.2","","68","","11","","13","","16.1","","97.20","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 07:00","2016","07","01","07:00","17.4","","9.8","","61","","11","","15","","16.1","","97.18","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 08:00","2016","07","01","08:00","20.1","","10.7","","54","","12","","15","","16.1","","97.19","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 09:00","2016","07","01","09:00","22.4","","11.3","","49","","14","","15","","16.1","","97.17","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 10:00","2016","07","01","10:00","24.2","","10.4","","41","","15","","22","","16.1","","97.16","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 11:00","2016","07","01","11:00","24.7","","8.8","","36","","14","","26","","16.1","","97.14","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 12:00","2016","07","01","12:00","25.5","","6.6","","29","","14","","28","","16.1","","97.12","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 13:00","2016","07","01","13:00","26.1","","7.1","","29","","16","","13","","16.1","","97.09","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 14:00","2016","07","01","14:00","26.7","","5.3","","25","","16","","21","","16.1","","97.05","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 15:00","2016","07","01","15:00","27.7","","5.2","","23","","15","","21","","16.1","","97.00","","27","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 16:00","2016","07","01","16:00","28.0","","2.2","","19","","16","","18","","16.1","","96.95","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 17:00","2016","07","01","17:00","28.1","","0.6","","16","","17","","13","","16.1","","96.90","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 18:00","2016","07","01","18:00","27.7","","2.7","","20","","17","","18","","16.1","","96.87","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 19:00","2016","07","01","19:00","27.2","","6.0","","25","","18","","21","","16.1","","96.85","","27","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 20:00","2016","07","01","20:00","26.0","","7.4","","30","","16","","21","","16.1","","96.86","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 21:00","2016","07","01","21:00","24.8","","5.0","","27","","16","","17","","16.1","","96.87","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 22:00","2016","07","01","22:00","21.7","","5.3","","34","","14","","13","","16.1","","96.88","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-01 23:00","2016","07","01","23:00","19.2","","6.1","","42","","14","","13","","16.1","","96.90","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 00:00","2016","07","02","00:00","17.6","","5.6","","45","","14","","15","","16.1","","96.90","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 01:00","2016","07","02","01:00","16.6","","5.9","","49","","13","","8","","16.1","","96.92","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 02:00","2016","07","02","02:00","14.7","","7.3","","61","","","","0","","16.1","","96.92","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 03:00","2016","07","02","03:00","14.8","","5.7","","54","","9","","8","","16.1","","96.92","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 04:00","2016","07","02","04:00","14.6","","5.5","","54","","10","","9","","16.1","","96.91","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 05:00","2016","07","02","05:00","13.7","","5.7","","58","","11","","9","","16.1","","96.93","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 06:00","2016","07","02","06:00","14.4","","7.0","","61","","10","","9","","16.1","","96.94","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 07:00","2016","07","02","07:00","16.1","","8.2","","59","","10","","13","","16.1","","96.95","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 08:00","2016","07","02","08:00","19.3","","10.6","","57","","10","","13","","16.1","","96.92","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 09:00","2016","07","02","09:00","22.0","","9.9","","46","","14","","22","","16.1","","96.88","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 10:00","2016","07","02","10:00","22.6","","8.3","","39","","14","","30","","16.1","","96.84","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 11:00","2016","07","02","11:00","22.9","","10.4","","45","","16","","17","","16.1","","96.81","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 12:00","2016","07","02","12:00","22.9","","11.5","","48","","15","","26","","16.1","","96.79","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 13:00","2016","07","02","13:00","23.5","","12.0","","48","","13","","22","","16.1","","96.75","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 14:00","2016","07","02","14:00","23.9","","11.8","","46","","16","","26","","16.1","","96.72","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 15:00","2016","07","02","15:00","24.5","","12.4","","46","","15","","22","","16.1","","96.69","","27","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 16:00","2016","07","02","16:00","22.4","","12.8","","54","","18","","18","","16.1","","96.69","","25","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 17:00","2016","07","02","17:00","22.8","","14.0","","57","","14","","24","","16.1","","96.66","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 18:00","2016","07","02","18:00","23.0","","14.1","","57","","13","","21","","16.1","","96.62","","26","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 19:00","2016","07","02","19:00","23.8","","13.7","","53","","11","","13","","16.1","","96.56","","27","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 20:00","2016","07","02","20:00","23.6","","14.0","","54","","15","","17","","16.1","","96.53","","27","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 21:00","2016","07","02","21:00","21.2","","13.7","","62","","17","","13","","16.1","","96.52","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 22:00","2016","07","02","22:00","19.9","","13.9","","68","","14","","13","","16.1","","96.50","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-02 23:00","2016","07","02","23:00","19.6","","14.3","","71","","12","","11","","16.1","","96.51","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-07-03 00:00","2016","07","03","00:00","18.2","","14.2","","77","","12","","11","","16.1","","96.48","","","","","","NA"
