"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 00:00","2016","06","01","00:00","11.0","","2.7","","56","","15","","13","","16.1","","97.06","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 01:00","2016","06","01","01:00","10.5","","3.1","","60","","15","","15","","16.1","","96.99","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 02:00","2016","06","01","02:00","10.5","","4.0","","64","","11","","4","","16.1","","96.96","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 03:00","2016","06","01","03:00","8.6","","4.4","","75","","10","","5","","16.1","","96.92","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 04:00","2016","06","01","04:00","7.5","","3.9","","78","","10","","5","","16.1","","96.86","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 05:00","2016","06","01","05:00","7.6","","4.0","","78","","10","","9","","16.1","","96.82","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 06:00","2016","06","01","06:00","8.6","","3.9","","72","","10","","11","","16.1","","96.80","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 07:00","2016","06","01","07:00","9.3","","4.4","","71","","10","","5","","16.1","","96.78","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 08:00","2016","06","01","08:00","11.1","","5.8","","70","","9","","8","","16.1","","96.74","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 09:00","2016","06","01","09:00","13.2","","7.0","","66","","4","","8","","16.1","","96.69","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 10:00","2016","06","01","10:00","14.1","","7.9","","66","","9","","9","","16.1","","96.65","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 11:00","2016","06","01","11:00","16.8","","7.4","","54","","","M","4","","16.1","","96.62","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 12:00","2016","06","01","12:00","18.0","","7.2","","49","","22","","8","","16.1","","96.57","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 13:00","2016","06","01","13:00","18.2","","7.8","","50","","","M","4","","16.1","","96.51","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 14:00","2016","06","01","14:00","19.1","","6.7","","44","","","M","5","","16.1","","96.44","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 15:00","2016","06","01","15:00","14.2","","10.4","","78","","21","","24","","16.1","","96.55","","","","","","Rain"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 16:00","2016","06","01","16:00","13.5","","10.8","","84","","21","","8","","16.1","","96.51","","","","","","Rain"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 17:00","2016","06","01","17:00","14.1","","11.5","","84","","5","","11","","16.1","","96.43","","","","","","Rain"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 18:00","2016","06","01","18:00","15.4","","11.2","","76","","12","","9","","16.1","","96.39","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 19:00","2016","06","01","19:00","16.9","","10.4","","65","","16","","9","","16.1","","96.37","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 20:00","2016","06","01","20:00","17.1","","10.3","","64","","13","","15","","16.1","","96.33","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 21:00","2016","06","01","21:00","14.9","","9.7","","71","","13","","9","","16.1","","96.36","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 22:00","2016","06","01","22:00","13.6","","10.2","","80","","12","","13","","16.1","","96.33","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-01 23:00","2016","06","01","23:00","12.4","","9.4","","82","","11","","9","","16.1","","96.32","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 00:00","2016","06","02","00:00","11.9","","9.7","","86","","11","","13","","16.1","","96.30","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 01:00","2016","06","02","01:00","9.7","","8.6","","93","","18","","9","","16.1","","96.30","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 02:00","2016","06","02","02:00","10.1","","9.5","","96","","12","","4","","16.1","","96.28","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 03:00","2016","06","02","03:00","6.7","","6.3","","97","","16","","4","","0.4","","96.27","","","","","","Fog"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 04:00","2016","06","02","04:00","5.4","","5.3","","99","","","M","4","","0.2","","96.27","","","","","","Fog"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 05:00","2016","06","02","05:00","5.0","","4.9","","99","","13","","8","","0.2","","96.28","","","","","","Fog"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 06:00","2016","06","02","06:00","5.6","","5.5","","99","","14","","5","","1.0","","96.28","","","","","","Fog"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 07:00","2016","06","02","07:00","7.7","","7.6","","99","","12","","9","","6.4","","96.27","","","","","","Fog"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 08:00","2016","06","02","08:00","10.0","","9.9","","99","","7","","8","","16.1","","96.27","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 09:00","2016","06","02","09:00","12.0","","10.9","","93","","6","","9","","16.1","","96.26","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 10:00","2016","06","02","10:00","15.0","","12.4","","84","","4","","8","","16.1","","96.23","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 11:00","2016","06","02","11:00","18.1","","11.7","","66","","5","","5","","16.1","","96.20","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 12:00","2016","06","02","12:00","19.8","","11.3","","58","","3","","8","","16.1","","96.15","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 13:00","2016","06","02","13:00","21.7","","9.0","","44","","10","","13","","16.1","","96.11","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 14:00","2016","06","02","14:00","21.9","","8.3","","41","","13","","5","","16.1","","96.06","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 15:00","2016","06","02","15:00","23.2","","8.0","","37","","11","","13","","16.1","","96.01","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 16:00","2016","06","02","16:00","22.0","","7.2","","38","","9","","9","","16.1","","96.00","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 17:00","2016","06","02","17:00","14.3","","11.7","","84","","27","","24","","16.1","","96.24","","","","","","Rain"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 18:00","2016","06","02","18:00","13.6","","12.2","","91","","","M","4","","4.8","","96.29","","","","","","Moderate Rain,Fog"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 19:00","2016","06","02","19:00","13.5","","12.1","","91","","32","","9","","16.1","","96.19","","","","","","Rain"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 20:00","2016","06","02","20:00","14.5","","11.7","","83","","","M","4","","16.1","","96.14","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 21:00","2016","06","02","21:00","13.8","","12.7","","93","","","M","4","","16.1","","96.21","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 22:00","2016","06","02","22:00","13.0","","12.4","","96","","18","","11","","16.1","","96.28","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-02 23:00","2016","06","02","23:00","12.9","","12.3","","96","","","","0","","16.1","","96.30","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 00:00","2016","06","03","00:00","12.4","","11.8","","96","","15","","8","","16.1","","96.29","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 01:00","2016","06","03","01:00","11.7","","11.4","","98","","16","","5","","14.5","","96.32","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 02:00","2016","06","03","02:00","10.5","","10.1","","97","","22","","8","","16.1","","96.38","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 03:00","2016","06","03","03:00","10.7","","10.4","","98","","19","","9","","16.1","","96.43","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 04:00","2016","06","03","04:00","11.2","","10.8","","97","","23","","8","","16.1","","96.45","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 05:00","2016","06","03","05:00","11.0","","10.4","","96","","22","","9","","16.1","","96.46","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 06:00","2016","06","03","06:00","11.7","","10.8","","94","","22","","13","","16.1","","96.51","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 07:00","2016","06","03","07:00","12.2","","11.0","","92","","23","","11","","16.1","","96.56","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 08:00","2016","06","03","08:00","13.0","","11.6","","91","","24","","17","","16.1","","96.59","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 09:00","2016","06","03","09:00","14.2","","11.5","","84","","24","","22","","16.1","","96.62","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 10:00","2016","06","03","10:00","15.6","","12.4","","81","","25","","13","","16.1","","96.64","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 11:00","2016","06","03","11:00","17.2","","12.6","","74","","25","","22","","16.1","","96.67","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 12:00","2016","06","03","12:00","19.6","","11.2","","58","","26","","26","","16.1","","96.67","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 13:00","2016","06","03","13:00","20.9","","10.1","","49","","26","","21","","16.1","","96.64","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 14:00","2016","06","03","14:00","22.3","","9.0","","42","","27","","21","","16.1","","96.64","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 15:00","2016","06","03","15:00","22.8","","8.5","","40","","26","","28","","16.1","","96.66","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 16:00","2016","06","03","16:00","23.2","","6.8","","34","","25","","26","","16.1","","96.65","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 17:00","2016","06","03","17:00","23.1","","5.3","","31","","28","","24","","16.1","","96.69","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 18:00","2016","06","03","18:00","21.0","","8.0","","43","","36","","15","","16.1","","96.73","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 19:00","2016","06","03","19:00","22.1","","7.0","","37","","","","0","","16.1","","96.74","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 20:00","2016","06","03","20:00","20.9","","8.3","","44","","2","","8","","16.1","","96.77","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 21:00","2016","06","03","21:00","21.6","","5.2","","34","","29","","18","","16.1","","96.79","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 22:00","2016","06","03","22:00","19.3","","5.2","","39","","24","","15","","16.1","","96.83","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-03 23:00","2016","06","03","23:00","17.1","","9.0","","59","","11","","8","","16.1","","96.88","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-04 00:00","2016","06","04","00:00","13.1","","7.8","","70","","19","","11","","16.1","","96.90","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-04 01:00","2016","06","04","01:00","11.5","","4.6","","62","","22","","15","","16.1","","96.88","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-04 02:00","2016","06","04","02:00","13.8","","5.0","","55","","23","","18","","16.1","","96.88","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-04 03:00","2016","06","04","03:00","13.2","","5.3","","58","","23","","17","","16.1","","96.90","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-04 04:00","2016","06","04","04:00","12.9","","5.6","","61","","23","","17","","16.1","","96.93","","","","","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2016-06-04 05:00","2016","06","04","05:00","12.9","","5.6","","61","","24","","22","","16.1","","96.94","","","","","","NA"
